"['Sam Smith', 'Money On My Mind']","['Carly Simon', 'Nobody Does It Better']","['The Supremes', 'Baby Love']","['Al Green', ""Let's Stay Together""]","['Frank Sinatra with Count Basie And His Orchestra', 'The Good Life - Remastered ) [The Frank Sinatra Collection]']","['Frank Sinatra', 'Body And Soul - 1984 Recording) [The Frank Sinatra Collection]']","[""Destiny's Child"", 'Survivor']","['Madonna', 'Vogue']","['Volbeat', 'We']","['Tonight Alive', 'What Are You so Scared Of?']","['blink-182', 'I Miss You']","['Andrew Gold', 'Spooky, Scary Skeletons']","['Dj Kevin', 'Spooky, Scary Skeletons (Remix)']","['Gary Jules', 'Mad World (Feat. Michael Andrews)']","['Avenged Sevenfold', 'The Wicked End']","['Patricia Quinn', 'Time Warp']","['The Secret Sisters', 'Tomorrow Will Be Kinder - from The Hunger Games Soundtrack']","['Santana', ""She's Not There""]","['Carole King', ""I Can't Hear You No More""]","['The Monkees', 'Take A Giant Step']","['2Pac', ""Baby Don't Cry (Keep Ya Head Up II)""]","['Bee Gees', 'How Can You Mend A Broken Heart (Remastered Album Version)']","['Bill Withers', 'Lean on Me - Single Version']","['Donna Summer', 'Bad Girls']","['Peter Cetera', 'Glory Of Love [Theme From The Karate Kid Part II]']","['Ti\xc3\xabsto', 'A Town Called Paradise']","['DJ Fresh', 'Gold Dust (Flux Pavilion Remix)']","['Major Lazer', 'Jah No Partial - Yellow Claw & Yung Felix Remix']","['JAY Z', 'Dirt Off Your Shoulder']","['New York Dolls', 'Personality Crisis']"
"['Little Big Town', 'Girl Crush']","['Maddie & Tae', 'Girl In A Country Song']","['Iggy Azalea', 'Work']","['The Weeknd', 'Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack']","['Blackmill', 'Let It Be (feat. Veela)']","['Kanye West', ""Don't Like.1""]","['The Weeknd', 'Often']","['J. Cole', 'Wet Dreamz']","['Beyonc\xc3\xa9', 'Single Ladies (Put a Ring on It)']","['The Weeknd', 'Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack']","['Marina and the Diamonds', 'I Am Not A Robot']","['Cherub', 'XOXO']","['Blue \xc3\x96yster Cult', ""(Don't Fear) The Reaper""]","[""Guns N' Roses"", ""Sweet Child O' Mine""]","['Kanye West', 'Two Words']","['Karaoke 365', 'Pills & Potions (In the Style of Nicki Minaj) [Karaoke Version]']","['The Pretty Reckless', 'House on a Hill']","['Dream Theater', 'Illumination Theory']","['Twisted Insane', 'Pick Your Poison (feat. Charles Xavier)']","['Skillet', 'Monster']","['Yes', 'Long Distance Runaround - Live']","['Wu-Tang Clan', 'Protect Ya Neck']","['Anthrax', 'Bring Tha Noize']","['Azealia Banks', '212']","['Brandy', 'The Boy Is Mine - Duet With Monica']","['Katy B', 'Aaliyah']","['Lily & Madeleine', 'Devil We Know']","['A Rocket To The Moon', 'Single Ladies - feat. Larkin Poe [Rainy Day Sessions]']","['Beyonc\xc3\xa9', 'Single Ladies (Put a Ring on It)']","['Maroon 5', 'Goodnight Goodnight']","['Charles Hamilton', 'Brooklyn Girls']","['The Cookies', ""Don't Say Nothin' Bad (About My Baby)""]","['Skeeter Davis', ""I Can't Stay Mad At You""]","['Barbara Lewis', ""Don't Forget About Me - Remastered Single Version""]","['Marianne Faithfull', 'Something Better']","['Nate Dogg', 'Me & My Homies']","['MC Breed', 'Gotta Get Mine']","['2Pac', 'Keep Ya Head Up']","['The Lady Of Rage', 'Big Bad Lady (feat. 2Pac & Kevin Vernando)']","['2Pac', ""Hit 'Em Up - Single Version (Explicit)""]","['Spice 1', 'Jealous Got Me Strapped']","['Nas', 'Thugz Mansion (N.Y.)']","['The Dead Weather', ""I'm Mad""]","['Mariah Carey', 'Vision of Love']","['Bone Thugs-N-Harmony', 'Tha Crossroads']","['Brandy', 'The Boy Is Mine - Radio Edit without Intro']","['Shakira', ""Hips Don't Lie""]","['Eminem', 'Love The Way You Lie']","['Robin Thicke', 'Blurred Lines']","['Naughty Boy', 'La La La']","['Jack White', 'Sixteen Saltines']","['Lana Del Rey', 'Ultraviolence']","['G-Eazy', 'I Mean It']","['Twenty One Pilots', 'Car Radio']","['tUnE-yArDs', 'Wait for a Minute']","['SOAK', 'Blud']","['Kendrick Lamar', 'Bitch, Don\xe2\x80\x99t Kill My Vibe']","['Green Day', 'The Grouch']","['Lily Allen', 'Fuck You']","['Soundgarden', 'My Wave']","['Kings of Leon', 'Family Tree']","['Franz Ferdinand', 'Bullet']","['Azealia Banks', '1991']","['2 Chainz', ""I'm Different""]","['Kanye West', 'Bound 2']","['Keri Hilson', 'Pretty Girl Rock']","['Journey', ""Don't Stop Believin'""]","['Shaggy', 'Oh Carolina']","['Shaggy', 'You Girl (feat. Ne-Yo)']","['Iggy Azalea', 'Work']","['The Vines', 'Ride']","['John Butler Trio', 'Spring To Come']","['Kendrick Lamar', 'Blow My High (Members Only)']","['Beyonc\xc3\xa9', 'Welcome To Hollywood']","['The Hives', 'Main Offender']","['Flogging Molly', 'Salty Dog']","['Matthew West', 'Do Something']"
"['Casey Veggies', 'The Team']","['Red Hot Chili Peppers', 'Under The Bridge']","['Kanye West', 'Jesus Walks']","['Gloria Estefan', 'Conga']","['Kelly Clarkson', ""Baby, It's Cold Outside""]","['Tegan and Sara', 'Alligator - Live']","['2Pac', 'The Realist Killaz']","['Bo Donaldson & The Heywoods', ""Billy, Don't Be A Hero""]","['EMF', 'Unbelievable']","['Red Hot Chili Peppers', 'Under The Bridge']","['Ace of Base', ""Don't Turn Around""]","['Los Del Rio', 'Macarena']","['Jimmy Eat World', 'The Middle']","['Taylor Swift', 'You Belong With Me']","['Miranda Lambert', ""Somethin' Bad - (Duet with Carrie Underwood)""]","['Tove Lo', 'Stay High - Habits Remix']","['Men At Work', 'Down Under']"
"['Rihanna', 'We Found Love']","['Gotye', 'Somebody that I Used to Know']"
"['Fozzey & VanC', 'Stuck in This']","['First Aid Kit', 'My Silver Lining']","['The Watson Twins', 'Just Like Heaven - Soundtrack Version']"
